t,x,y,z,Kitchen_AP,Lounge_AP,Upstairs_AP
1168.631952,-0.842,0.294,0.37,,-74.0,
1168.682,-0.842,0.312,0.412,,-74.0,
1168.731856,-0.848,0.316,0.402,,-74.0,
1168.781904,-0.834,0.304,0.392,,-74.0,
1168.831952,-0.84,0.296,0.406,,-74.0,
1168.882,-0.832,0.296,0.396,,-74.0,
1168.931856,-0.842,0.31,0.402,,-74.0,
1168.981904,-0.84,0.302,0.404,,-74.0,
1169.031952,-0.84,0.322,0.4,,-74.0,
1169.082,-0.84,0.31,0.402,,-74.0,
1169.131856,-0.842,0.302,0.398,,-74.0,
1169.181904,-0.84,0.302,0.4,,-74.0,
1169.231952,-0.842,0.304,0.402,,-74.0,
1169.282,-0.85,0.316,0.398,,-74.0,
1169.332856,-0.84,0.312,0.4,,-74.0,
1169.382904,-0.84,0.304,0.412,,-74.0,
1169.432952,-0.836,0.312,0.402,,-74.0,
1169.483,-0.838,0.302,0.398,,-74.0,
1169.532856,-0.84,0.3,0.402,,-75.0,
1169.582904,-0.832,0.294,0.4,,-75.0,
1169.632952,-0.836,0.304,0.412,,-75.0,
1169.683,-0.852,0.286,0.404,,-75.0,
1169.732856,-0.84,0.312,0.396,,-76.0,
1169.782904,-0.848,0.31,0.392,,-76.0,
1169.832952,-0.846,0.344,0.358,,-76.0,
1169.883,-0.83,0.384,0.304,,-76.0,
1169.932856,-0.826,0.472,0.24,,-75.0,
1169.982904,-0.832,0.334,0.284,,-75.0,
1170.032952,-0.818,-0.052,0.43,,-75.0,
1170.083,-0.872,-0.09,0.448,,-75.0,
1170.132856,-0.862,-0.256,0.438,,-70.0,
1170.182904,-0.784,-0.4,0.146,,-70.0,
1170.232952,-0.774,-0.596,0.254,,-70.0,
1170.283,-0.84,-0.496,0.146,,-70.0,
1170.333856,-0.852,-0.484,0.126,,-81.0,
1170.383904,-0.83,-0.434,0.076,,-81.0,
1170.433952,-0.762,-0.328,-0.008,,-81.0,
1170.484,-0.794,-0.392,-0.032,,-81.0,
1170.533856,-0.772,-0.672,-0.068,,-76.0,
1170.583904,-0.752,-0.686,-0.144,,-76.0,
1170.633952,-0.718,-0.66,-0.072,,-76.0,
1170.684,-0.76,-0.83,-0.158,,-76.0,
1170.733856,-0.698,-0.474,-0.016,,-69.0,
1170.783904,-0.626,-0.772,-0.014,,-69.0,
1170.833952,-0.71,-0.626,-0.122,,-69.0,
1170.884,-0.586,-0.84,0.04,,-69.0,
1170.933856,-0.65,-0.754,-0.132,,-70.0,
1170.983904,-0.592,-0.66,-0.002,,-70.0,
1171.033952,-0.61,-0.786,-0.004,,-70.0,
1171.084,-0.576,-0.708,0.12,,-70.0,
1171.133856,-0.634,-0.718,0.044,,-71.0,
1171.183904,-0.618,-0.712,0.056,,-71.0,
1171.233952,-0.69,-0.638,0.024,,-71.0,
1171.284,-0.68,-0.698,0.062,,-71.0,
1171.333856,-0.682,-0.68,0.008,,-72.0,
1171.383904,-0.682,-0.648,-0.004,,-72.0,
1171.433952,-0.674,-0.692,-0.02,,-72.0,
1171.484,-0.672,-0.626,0.014,,-72.0,
1171.534856,-0.676,-0.666,0.03,,-73.0,
1171.584904,-0.688,-0.626,0.032,,-73.0,
1171.634952,-0.692,-0.646,0.028,,-73.0,
1171.685,-0.682,-0.666,0.03,,-73.0,
1171.734856,-0.682,-0.67,-0.008,,-74.0,
1171.784904,-0.69,-0.674,0.056,,-74.0,
1171.834952,-0.69,-0.674,0.014,,-74.0,
1171.885,-0.682,-0.64,0.024,,-74.0,
1171.934856,-0.698,-0.644,0.038,,-73.0,
1171.984904,-0.704,-0.64,0.024,,-73.0,
1172.034952,-0.702,-0.672,0.036,,-73.0,
1172.085,-0.69,-0.634,0.012,,-73.0,
1172.134856,-0.706,-0.648,0.024,,-74.0,
1172.184904,-0.692,-0.656,0.034,,-74.0,
1172.234952,-0.704,-0.656,0.028,,-74.0,
1172.285,-0.706,-0.638,0.038,,-74.0,
1172.334856,-0.702,-0.646,0.048,,-74.0,
1172.384904,-0.698,-0.634,0.038,,-74.0,
1172.434952,-0.698,-0.642,0.044,,-74.0,
1172.485,-0.698,-0.634,0.036,,-74.0,
1172.535856,-0.698,-0.644,0.038,,-73.0,
1172.585904,-0.698,-0.644,0.044,,-73.0,
1172.635952,-0.696,-0.658,0.034,,-73.0,
1172.686,-0.688,-0.65,0.046,,-73.0,
1172.735856,-0.698,-0.654,0.03,,-73.0,
1172.785904,-0.696,-0.65,0.04,,-73.0,
1172.835952,-0.702,-0.656,0.03,,-73.0,
1172.886,-0.698,-0.648,0.044,,-73.0,
1172.935856,-0.698,-0.65,0.03,,-75.0,
1172.985904,-0.702,-0.644,0.028,,-75.0,
1173.035952,-0.696,-0.634,0.024,,-75.0,
1173.086,-0.696,-0.658,0.044,,-75.0,
1173.135856,-0.698,-0.664,0.032,,-73.0,
1173.185904,-0.7,-0.656,0.048,,-73.0,
1173.235952,-0.708,-0.66,0.048,,-73.0,
1173.286,-0.698,-0.64,0.03,,-73.0,
1173.335856,-0.692,-0.64,0.046,,-74.0,
1173.385904,-0.688,-0.64,0.024,,-74.0,
1173.435952,-0.704,-0.648,0.048,,-74.0,
1173.486,-0.698,-0.628,0.034,,-74.0,
1173.536856,-0.7,-0.64,0.038,,-74.0,
1173.586904,-0.702,-0.644,0.048,,-74.0,
1173.636952,-0.688,-0.648,0.032,,-74.0,
1173.687,-0.702,-0.674,0.046,,-74.0,
1173.736856,-0.688,-0.642,0.036,,-74.0,
1173.786904,-0.706,-0.646,0.038,,-74.0,
1173.836952,-0.704,-0.65,0.032,,-74.0,
1173.887,-0.706,-0.656,0.038,,-74.0,
1173.936856,-0.696,-0.66,0.048,,-73.0,
1173.986904,-0.698,-0.644,0.056,,-73.0,
1174.036952,-0.702,-0.642,0.056,,-73.0,
1174.087,-0.702,-0.64,0.044,,-73.0,
1174.136856,-0.712,-0.634,0.056,,-74.0,
1174.186904,-0.698,-0.656,0.044,,-74.0,
1174.236952,-0.712,-0.638,0.038,,-74.0,
1174.287,-0.7,-0.64,0.038,,-74.0,
1174.336856,-0.704,-0.644,0.032,,-73.0,
1174.386904,-0.706,-0.648,0.046,,-73.0,
1174.436952,-0.698,-0.66,0.056,,-73.0,
1174.487,-0.7,-0.648,0.054,,-73.0,
1174.537856,-0.702,-0.658,0.054,,-73.0,
1174.587904,-0.702,-0.634,0.046,,-73.0,
1174.637952,-0.706,-0.648,0.048,,-73.0,
1174.688,-0.708,-0.616,0.046,,-73.0,
1174.737856,-0.698,-0.628,0.064,,-73.0,
1174.787904,-0.706,-0.69,0.05,,-73.0,
1174.837952,-0.704,-0.67,0.066,,-73.0,
1174.888,-0.704,-0.69,0.068,,-73.0,
1174.937856,-0.712,-0.628,0.116,,-70.0,
1174.987904,-0.69,-0.722,0.108,,-70.0,
1175.037952,-0.74,-0.688,0.102,,-70.0,
1175.088,-0.776,-0.848,-0.068,,-70.0,
1175.137856,-0.742,-0.616,0.086,,-71.0,
1175.187904,-0.756,-0.488,0.056,,-71.0,
1175.237952,-0.764,-0.49,0.12,,-71.0,
1175.288,-0.786,-0.366,0.206,,-71.0,
1175.337856,-0.866,-0.27,0.05,,-72.0,
1175.387904,-0.882,-0.276,0.172,,-72.0,
1175.437952,-0.904,-0.272,0.156,,-72.0,
1175.488,-0.912,-0.312,0.142,,-72.0,
1175.538856,-0.872,-0.088,0.184,,-73.0,
1175.588904,-0.866,-0.312,0.326,,-73.0,
1175.638952,-0.882,-0.152,0.366,,-73.0,
1175.689,-0.874,-0.196,0.342,,-73.0,
1175.738856,-0.92,0.096,0.216,,-76.0,
1175.788904,-0.888,0.15,0.326,,-76.0,
1175.838952,-0.856,0.306,0.382,,-76.0,
1175.889,-0.848,0.198,0.454,,-76.0,
1175.938856,-0.858,0.198,0.556,,-76.0,
1175.988904,-0.808,0.334,0.438,,-76.0,
1176.038952,-0.834,0.286,0.48,,-76.0,
1176.089,-0.816,0.358,0.432,,-76.0,
1176.138856,-0.858,0.348,0.4,,-74.0,
1176.188904,-0.808,0.35,0.348,,-74.0,
1176.238952,-0.794,0.294,0.504,,-74.0,
1176.289,-0.826,0.398,0.434,,-74.0,
1176.338856,-0.818,0.296,0.418,,-74.0,
1176.388904,-0.84,0.206,0.402,,-74.0,
1176.438952,-0.808,0.288,0.384,,-74.0,
1176.489,-0.798,0.344,0.422,,-74.0,
1176.538856,-0.83,0.348,0.462,,-74.0,
1176.588904,-0.832,0.312,0.432,,-74.0,
1176.638952,-0.816,0.418,0.364,,-74.0,
1176.689,-0.858,0.262,0.504,,-74.0,
1176.739856,-0.832,0.206,0.402,,-73.0,
1176.789904,-0.88,0.27,0.32,,-73.0,
1176.839952,-0.852,0.286,0.328,,-73.0,
1176.89,-0.81,0.462,0.396,,-73.0,
1176.939856,-0.85,0.272,0.464,,-73.0,
1176.989904,-0.822,0.3,0.374,,-73.0,
1177.039952,-0.852,0.306,0.39,,-73.0,
1177.09,-0.89,0.28,0.4,,-73.0,
1177.139856,-0.824,0.334,0.384,,-74.0,
1177.189904,-0.82,0.344,0.416,,-74.0,
1177.239952,-0.826,0.3,0.422,,-74.0,
1177.29,-0.826,0.344,0.45,,-74.0,
1177.339856,-0.818,0.326,0.452,,-75.0,
1177.389904,-0.83,0.3,0.438,,-75.0,
1177.439952,-0.802,0.32,0.38,,-75.0,
1177.49,-0.818,0.374,0.39,,-75.0,
1177.539856,-0.794,0.3,0.48,,-76.0,
1177.589904,-0.794,0.278,0.526,,-76.0,
1177.639952,-0.784,0.286,0.48,,-76.0,
1177.69,-0.792,0.274,0.536,,-76.0,
1177.740856,-0.772,0.216,0.556,,-78.0,
1177.790904,-0.776,0.198,0.608,,-78.0,
1177.840952,-0.774,0.112,0.632,,-78.0,
1177.891,-0.754,0.192,0.642,,-78.0,
1177.940856,-0.744,0.098,0.742,,-76.0,
1177.990904,-0.736,0.112,0.76,,-76.0,
1178.040952,-0.73,0.086,0.748,,-76.0,
1178.091,-0.722,0.066,0.71,,-76.0,
1178.140856,-0.712,0.096,0.716,,-74.0,
1178.190904,-0.722,0.08,0.704,,-74.0,
1178.240952,-0.706,0.076,0.76,,-74.0,
1178.291,-0.686,0.034,0.754,,-74.0,
1178.340856,-0.686,0.062,0.752,,-76.0,
1178.390904,-0.692,0.066,0.784,,-76.0,
1178.440952,-0.686,0.046,0.83,,-76.0,
1178.491,-0.628,0.052,0.774,,-76.0,
1178.540856,-0.676,0.064,0.83,,-82.0,
1178.590904,-0.706,0.056,0.818,,-82.0,
1178.640952,-0.698,0.136,0.736,,-82.0,
1178.691,-0.698,0.102,0.712,,-82.0,
1178.741856,-0.69,0.118,0.67,,-80.0,
1178.791904,-0.698,0.178,0.69,,-80.0,
1178.841952,-0.69,0.166,0.694,,-80.0,
1178.892,-0.72,0.162,0.712,,-80.0,
1178.941856,-0.698,0.144,0.738,,-75.0,
1178.991904,-0.688,0.156,0.74,,-75.0,
1179.041952,-0.682,0.17,0.724,,-75.0,
1179.092,-0.672,0.166,0.702,,-75.0,
1179.141856,-0.662,0.154,0.658,,-75.0,
1179.191904,-0.664,0.184,0.736,,-75.0,
1179.241952,-0.656,0.158,0.764,,-75.0,
1179.292,-0.672,0.176,0.748,,-75.0,
1179.341856,-0.676,0.172,0.734,,-74.0,
1179.391904,-0.666,0.184,0.752,,-74.0,
1179.441952,-0.67,0.192,0.744,,-74.0,
1179.492,-0.648,0.166,0.782,,-74.0,
1179.541856,-0.666,0.182,0.75,,-75.0,
1179.591904,-0.672,0.198,0.736,,-75.0,
1179.641952,-0.664,0.188,0.742,,-75.0,
1179.692,-0.686,0.2,0.72,,-75.0,
1179.742856,-0.686,0.22,0.718,,-80.0,
1179.792904,-0.702,0.23,0.674,,-80.0,
1179.842952,-0.706,0.224,0.668,,-80.0,
1179.893,-0.712,0.216,0.642,,-80.0,
1179.942856,-0.738,0.222,0.636,,-78.0,
1179.992904,-0.724,0.192,0.668,,-78.0,
1180.042952,-0.728,0.22,0.664,,-78.0,
1180.093,-0.73,0.184,0.626,,-78.0,
1180.142856,-0.744,0.188,0.656,,-78.0,
1180.192904,-0.74,0.166,0.654,,-78.0,
1180.242952,-0.72,0.182,0.64,,-78.0,
1180.293,-0.74,0.166,0.646,,-78.0,
1180.342856,-0.75,0.13,0.652,,-75.0,
1180.392904,-0.808,0.16,0.664,,-75.0,
1180.442952,-0.794,0.158,0.674,,-75.0,
1180.493,-0.76,0.11,0.696,,-75.0,
1180.542856,-0.776,0.096,0.664,,-75.0,
1180.592904,-0.756,0.1,0.632,,-75.0,
1180.642952,-0.77,0.12,0.63,,-75.0,
1180.693,-0.754,0.102,0.656,,-75.0,
1180.743856,-0.77,0.112,0.656,,-74.0,
1180.793904,-0.77,0.114,0.63,,-74.0,
1180.843952,-0.772,0.114,0.656,,-74.0,
1180.894,-0.762,0.104,0.668,,-74.0,
1180.943856,-0.75,0.092,0.672,,-74.0,
1180.993904,-0.744,0.098,0.646,,-74.0,
1181.043952,-0.754,0.102,0.664,,-74.0,
1181.094,-0.754,0.086,0.694,,-74.0,
1181.143856,-0.756,0.092,0.68,,-73.0,
1181.193904,-0.74,0.096,0.674,,-73.0,
1181.243952,-0.744,0.106,0.68,,-73.0,
1181.294,-0.744,0.106,0.686,,-73.0,
1181.343856,-0.734,0.088,0.688,,-74.0,
1181.393904,-0.744,0.108,0.676,,-74.0,
1181.443952,-0.732,0.104,0.67,,-74.0,
1181.494,-0.75,0.104,0.672,,-74.0,
1181.543856,-0.734,0.102,0.674,,-75.0,
1181.593904,-0.736,0.098,0.672,,-75.0,
1181.643952,-0.74,0.11,0.658,,-75.0,
1181.694,-0.754,0.12,0.64,,-75.0,
1181.743856,-0.76,0.126,0.63,,-72.0,
1181.793904,-0.76,0.15,0.52,,-72.0,
1181.843952,-0.788,0.064,0.428,,-72.0,
1181.894,-0.816,0.016,0.444,,-72.0,
1181.944856,-0.786,-0.168,0.636,,-73.0,
1181.994904,-0.734,-0.194,0.808,,-73.0,
1182.044952,-0.72,-0.288,0.8,,-73.0,
1182.095,-0.73,-0.308,0.688,,-73.0,
1182.144856,-0.702,-0.37,0.71,,-73.0,
1182.194904,-0.656,-0.41,0.828,,-73.0,
1182.244952,-0.616,-0.346,0.83,,-73.0,
1182.295,-0.58,-0.388,0.822,,-73.0,
1182.344856,-0.53,-0.424,0.852,,-76.0,
1182.394904,-0.528,-0.386,0.818,,-76.0,
1182.444952,-0.534,-0.378,0.792,,-76.0,
1182.495,-0.546,-0.328,0.808,,-76.0,
1182.544856,-0.56,-0.288,0.784,,-73.0,
1182.594904,-0.56,-0.282,0.808,,-73.0,
1182.644952,-0.546,-0.304,0.856,,-73.0,
1182.695,-0.538,-0.298,0.846,,-73.0,
1182.744856,-0.526,-0.238,0.838,,-70.0,
1182.794904,-0.532,-0.208,0.82,,-70.0,
1182.844952,-0.538,-0.192,0.824,,-70.0,
1182.895,-0.534,-0.204,0.844,,-70.0,
1182.945856,-0.546,-0.208,0.864,,-72.0,
1182.995904,-0.544,-0.202,0.86,,-72.0,
1183.045952,-0.54,-0.19,0.844,,-72.0,
1183.096,-0.564,-0.19,0.856,,-72.0,
1183.145856,-0.568,-0.216,0.87,,-67.0,
1183.195904,-0.522,-0.266,0.936,,-67.0,
1183.245952,-0.52,-0.24,0.864,,-67.0,
1183.296,-0.564,-0.208,0.782,,-67.0,
1183.345856,-0.612,-0.206,0.742,,-78.0,
1183.395904,-0.648,-0.156,0.688,,-78.0,
1183.445952,-0.682,-0.128,0.67,,-78.0,
1183.496,-0.692,-0.098,0.646,,-78.0,
1183.545856,-0.72,-0.056,0.614,,-73.0,
1183.595904,-0.792,-0.026,0.624,,-73.0,
1183.645952,-0.8,-0.034,0.58,,-73.0,
1183.696,-0.816,-0.09,0.55,,-73.0,
1183.745856,-0.834,-0.082,0.524,,-70.0,
1183.795904,-0.816,-0.114,0.61,,-70.0,
1183.845952,-0.836,-0.112,0.624,,-70.0,
1183.896,-0.818,-0.094,0.614,,-70.0,
1183.946856,-0.82,-0.098,0.598,,-70.0,
1183.996904,-0.814,-0.116,0.574,,-70.0,
1184.046952,-0.798,-0.112,0.582,,-70.0,
1184.097,-0.754,-0.136,0.608,,-70.0,
1184.146856,-0.762,-0.128,0.574,,-70.0,
1184.196904,-0.792,-0.194,0.574,,-70.0,
1184.246952,-0.792,-0.162,0.552,,-70.0,
1184.297,-0.792,-0.216,0.586,,-70.0,
1184.346856,-0.77,-0.25,0.6,,-71.0,
1184.396904,-0.744,-0.272,0.636,,-71.0,
1184.446952,-0.73,-0.27,0.684,,-71.0,
1184.497,-0.766,-0.288,0.696,,-71.0,
1184.546856,-0.77,-0.308,0.728,,-74.0,
1184.596904,-0.756,-0.284,0.726,,-74.0,
1184.646952,-0.744,-0.242,0.692,,-74.0,
1184.697,-0.784,-0.184,0.642,,-74.0,
1184.746856,-0.8,-0.152,0.614,,-73.0,
1184.796904,-0.834,-0.128,0.662,,-73.0,
1184.846952,-0.864,-0.09,0.72,,-73.0,
1184.897,-0.83,-0.05,0.76,,-73.0,
1184.947856,-0.834,-0.042,0.758,,-75.0,
1184.997904,-0.84,-0.02,0.736,,-75.0,
1185.047952,-0.794,0.048,0.648,,-75.0,
1185.098,-0.738,0.086,0.498,,-75.0,
1185.147856,-0.644,0.062,0.452,,-71.0,
1185.197904,-0.654,0.142,0.45,,-71.0,
1185.247952,-0.69,0.182,0.382,,-71.0,
1185.298,-0.736,0.184,0.286,,-71.0,
1185.347856,-1.0,0.24,0.464,,-74.0,
1185.397904,-1.012,0.176,0.504,,-74.0,
1185.447952,-0.826,0.208,0.476,,-74.0,
1185.498,-0.874,0.14,0.422,,-74.0,
1185.547856,-0.89,0.152,0.408,,-75.0,
1185.597904,-0.89,0.118,0.446,,-75.0,
1185.647952,-0.89,0.134,0.472,,-75.0,
1185.698,-0.898,0.184,0.428,,-75.0,
1185.747856,-0.87,0.142,0.422,,-75.0,
1185.797904,-0.858,0.204,0.448,,-75.0,
1185.847952,-0.872,0.126,0.36,,-75.0,
1185.898,-0.86,0.188,0.422,,-75.0,
1185.948856,-0.866,0.126,0.414,,-74.0,
1185.998904,-0.858,0.216,0.45,,-74.0,
1186.048952,-0.858,0.156,0.462,,-74.0,
1186.099,-0.848,0.214,0.448,,-74.0,
1186.148856,-0.866,0.134,0.444,,-73.0,
1186.198904,-0.84,0.168,0.478,,-73.0,
1186.248952,-0.858,0.172,0.462,,-73.0,
1186.299,-0.866,0.06,0.478,,-73.0,
1186.348856,-0.866,0.112,0.472,,-74.0,
1186.398904,-0.85,0.078,0.496,,-74.0,
1186.448952,-0.866,0.158,0.422,,-74.0,
1186.499,-0.88,0.128,0.454,,-74.0,
1186.548856,-0.878,-0.054,0.48,,-74.0,
1186.598904,-0.88,-0.058,0.496,,-74.0,
1186.648952,-0.824,0.092,0.462,,-74.0,
1186.699,-0.868,0.152,0.46,,-74.0,
1186.748856,-0.878,-0.016,0.448,,-74.0,
1186.798904,-0.89,-0.026,0.464,,-74.0,
1186.848952,-0.878,0.072,0.448,,-74.0,
1186.899,-0.882,0.166,0.434,,-74.0,
1186.948856,-0.856,-0.008,0.51,,-74.0,
1186.998904,-0.852,0.008,0.52,,-74.0,
1187.048952,-0.872,0.008,0.476,,-74.0,
1187.099,-0.868,0.032,0.476,,-74.0,
1187.349856,-0.88,0.022,0.452,,-74.0,
1187.399904,-0.858,0.006,0.488,,-74.0,
1187.449952,-0.852,0.018,0.46,,-74.0,
1187.5,-0.862,0.014,0.48,,-74.0,
1187.549856,-0.872,0.006,0.486,,-75.0,
1187.649952,-0.862,0.008,0.486,,-75.0,
1187.7,-0.866,-0.004,0.486,,-75.0,
1187.749856,-0.858,-0.01,0.472,,-74.0,
1187.799904,-0.858,0.018,0.51,,-74.0,
1187.849952,-0.866,0.028,0.482,,-74.0,
1187.9,-0.872,0.032,0.454,,-74.0,
1187.949856,-0.862,0.046,0.44,,-73.0,
1187.999904,-0.864,0.038,0.488,,-73.0,
1188.049952,-0.878,0.044,0.466,,-73.0,
1188.1,-0.848,0.038,0.472,,-73.0,
1188.149856,-0.874,0.056,0.472,,-73.0,
1188.199904,-0.868,0.07,0.486,,-73.0,
1188.249952,-0.866,0.064,0.472,,-73.0,
1188.3,-0.866,0.056,0.486,,-73.0,
1188.350856,-0.848,0.056,0.472,,-73.0,
1188.400904,-0.862,0.062,0.494,,-73.0,
1188.450952,-0.864,0.062,0.482,,-73.0,
1188.501,-0.868,0.06,0.478,,-73.0,
1188.550856,-0.866,0.044,0.492,,-73.0,
1188.600904,-0.864,0.07,0.472,,-73.0,
1188.650952,-0.848,0.038,0.464,,-73.0,
1188.701,-0.864,0.048,0.478,,-73.0,
1188.750856,-0.868,0.056,0.478,,-73.0,
1188.800904,-0.852,0.054,0.48,,-73.0,
1188.850952,-0.858,0.062,0.486,,-73.0,
1188.901,-0.858,0.034,0.476,,-73.0,
1188.950856,-0.858,0.05,0.476,,-74.0,
1189.000904,-0.868,0.04,0.488,,-74.0,
1189.050952,-0.858,0.07,0.48,,-74.0,
1189.101,-0.866,0.056,0.472,,-74.0,
1189.150856,-0.848,0.04,0.45,,-73.0,
1189.200904,-0.866,0.062,0.48,,-73.0,
1189.250952,-0.864,0.05,0.488,,-73.0,
1189.301,-0.864,0.056,0.472,,-73.0,
1189.351856,-0.862,0.056,0.48,,-73.0,
1189.401904,-0.866,0.064,0.472,,-73.0,
1189.451952,-0.866,0.048,0.47,,-73.0,
1189.502,-0.878,0.056,0.472,,-73.0,
1189.551856,-0.858,0.056,0.48,,-74.0,
1189.601904,-0.866,0.06,0.472,,-74.0,
1189.651952,-0.864,0.054,0.472,,-74.0,
1189.702,-0.856,0.048,0.484,,-74.0,
1189.751856,-0.862,0.054,0.496,,-74.0,
1189.801904,-0.852,0.064,0.48,,-74.0,
1189.851952,-0.862,0.064,0.478,,-74.0,
1189.902,-0.858,0.056,0.48,,-74.0,
1189.951856,-0.866,0.06,0.466,,-74.0,
1190.001904,-0.864,0.064,0.476,,-74.0,
1190.051952,-0.866,0.048,0.476,,-74.0,
1190.102,-0.864,0.062,0.476,,-74.0,
1190.151856,-0.866,0.062,0.488,,-74.0,
1190.201904,-0.858,0.05,0.48,,-74.0,
1190.251952,-0.864,0.062,0.488,,-74.0,
1190.302,-0.868,0.054,0.478,,-74.0,
1190.352856,-0.862,0.056,0.482,,-84.0,
1190.402904,-0.866,0.07,0.486,,-84.0,
1190.452952,-0.872,0.062,0.472,,-84.0,
1190.503,-0.868,0.056,0.472,,-84.0,
1190.552856,-0.858,0.054,0.478,,-74.0,
1190.602904,-0.854,0.048,0.48,,-74.0,
1190.652952,-0.858,0.046,0.486,,-74.0,
1190.703,-0.858,0.062,0.48,,-74.0,
1190.752856,-0.858,0.054,0.486,,-73.0,
1190.802904,-0.872,0.066,0.48,,-73.0,
1190.852952,-0.874,0.07,0.48,,-73.0,
1190.903,-0.862,0.05,0.468,,-73.0,
1190.952856,-0.858,0.06,0.47,,-73.0,
1191.002904,-0.848,0.044,0.472,,-73.0,
1191.052952,-0.858,0.048,0.476,,-73.0,
1191.103,-0.858,0.06,0.46,,-73.0,
1191.152856,-0.858,0.046,0.462,,-74.0,
1191.202904,-0.872,0.072,0.476,,-74.0,
1191.252952,-0.872,0.076,0.472,,-74.0,
1191.303,-0.866,0.056,0.486,,-74.0,
1191.353856,-0.866,0.056,0.472,,-74.0,
1191.403904,-0.868,0.056,0.476,,-74.0,
1191.453952,-0.866,0.066,0.462,,-74.0,
1191.504,-0.862,0.06,0.48,,-74.0,
1191.553856,-0.864,0.062,0.472,,-73.0,
1191.603904,-0.858,0.054,0.48,,-73.0,
1191.653952,-0.866,0.07,0.476,,-73.0,
1191.704,-0.864,0.062,0.48,,-73.0,
1191.753856,-0.862,0.072,0.46,,-73.0,
1191.803904,-0.862,0.064,0.472,,-73.0,
1191.853952,-0.872,0.056,0.462,,-73.0,
1191.904,-0.858,0.07,0.464,,-73.0,
1191.953856,-0.87,0.078,0.462,,-74.0,
1192.003904,-0.868,0.064,0.462,,-74.0,
1192.053952,-0.872,0.056,0.48,,-74.0,
1192.104,-0.864,0.066,0.472,,-74.0,
1192.153856,-0.852,0.062,0.478,,-73.0,
1192.203904,-0.77,0.032,0.456,,-73.0,
1192.253952,-0.868,0.078,0.48,,-73.0,
1192.304,-0.852,0.054,0.462,,-73.0,
1192.353856,-0.864,0.068,0.468,,-73.0,
1192.403904,-0.862,0.064,0.48,,-73.0,
1192.453952,-0.866,0.062,0.472,,-73.0,
1192.504,-0.872,0.062,0.47,,-73.0,
1192.554856,-0.848,0.06,0.45,,-74.0,
1192.604904,-0.866,0.06,0.478,,-74.0,
1192.654952,-0.864,0.062,0.476,,-74.0,
1192.705,-0.864,0.064,0.478,,-74.0,
1192.754856,-0.872,0.066,0.466,,-73.0,
1192.804904,-0.86,0.06,0.462,,-73.0,
1192.854952,-0.864,0.064,0.464,,-73.0,
1192.905,-0.872,0.088,0.45,,-73.0,
1192.954856,-0.866,0.08,0.452,,-74.0,
1193.004904,-0.858,0.07,0.464,,-74.0,
1193.054952,-0.862,0.096,0.474,,-74.0,
1193.105,-0.872,0.102,0.446,,-74.0,
1193.154856,-0.862,0.088,0.466,,-74.0,
1193.204904,-0.858,0.082,0.472,,-74.0,
1193.254952,-0.864,0.12,0.446,,-74.0,
1193.305,-0.868,0.104,0.456,,-74.0,
1193.354856,-0.862,0.112,0.466,,-74.0,
1193.404904,-0.864,0.096,0.48,,-74.0,
1193.454952,-0.864,0.074,0.464,,-74.0,
1193.505,-0.868,0.108,0.45,,-74.0,
1193.555856,-0.862,0.092,0.46,,-74.0,
1193.605904,-0.858,0.112,0.462,,-74.0,
1193.655952,-0.872,0.088,0.466,,-74.0,
1193.706,-0.872,0.096,0.46,,-74.0,
1193.755856,-0.88,0.102,0.462,,-82.0,
1193.805904,-0.872,0.088,0.448,,-82.0,
1193.855952,-0.868,0.162,0.432,,-82.0,
1193.906,-0.852,0.158,0.384,,-82.0,
1193.955856,-0.832,0.188,0.382,,-67.0,
1194.005904,-0.84,0.134,0.302,,-67.0,
1194.055952,-0.754,0.07,0.286,,-67.0,
1194.106,-0.656,-0.02,0.258,,-67.0,
1194.155856,-0.472,-0.178,0.158,,-67.0,
1194.205904,-0.414,-0.382,0.096,,-67.0,
1194.255952,-0.4,-0.544,0.024,,-67.0,
1194.306,-0.328,-0.826,0.102,,-67.0,
1194.355856,-0.378,-1.48,-0.456,,-73.0,
1194.405904,-0.244,-1.778,-0.424,,-73.0,
1194.455952,0.012,-1.154,-0.296,,-73.0,
1194.506,0.016,-1.216,-0.484,,-73.0,
1194.556856,-0.008,-1.072,-0.576,,-74.0,
1194.606904,-0.01,-0.946,-0.404,,-74.0,
1194.656952,-0.046,-0.872,-0.168,,-74.0,
1194.707,-0.114,-0.89,-0.09,,-74.0,
1194.756856,-0.132,-0.892,-0.042,,-70.0,
1194.806904,-0.072,-1.162,-0.1,,-70.0,
1194.856952,-0.1,-0.904,-0.088,,-70.0,
1194.907,-0.126,-1.0,-0.09,,-70.0,
1194.956856,-0.138,-0.89,-0.126,,-71.0,
1195.006904,-0.154,-0.954,-0.084,,-71.0,
1195.056952,-0.184,-0.836,-0.152,,-71.0,
1195.107,-0.18,-0.974,-0.152,,-71.0,
1195.156856,-0.186,-0.882,-0.178,,-70.0,
1195.206904,-0.194,-0.93,-0.24,,-70.0,
1195.256952,-0.174,-0.884,-0.244,,-70.0,
1195.307,-0.2,-0.906,-0.322,,-70.0,
1195.356856,-0.176,-0.848,-0.292,,-71.0,
1195.406904,-0.182,-0.866,-0.352,,-71.0,
1195.456952,-0.166,-0.888,-0.296,,-71.0,
